Hisse,AI Score,Sinyal,Dip Puanı,Fib Puanı,Dip Durumu,Fib Durumu
FROTO,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
MNDTR,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
TUREX,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
KONYA,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ONRYT,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
KIMMR,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
HOROZ,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
TSKB,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
SARKY,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
BLCYT,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
AVOD,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
OTTO,36.25,BEKLE,25,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
BINBN,35.75,BEKLE,35,40,DIP_DEGIL,FIB_MID_ZONE
ASGYO,35.75,BEKLE,35,40,DIP_DEGIL,FIB_MID_ZONE
INTEM,34.55,BEKLE,23,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
PAPIL,34.55,BEKLE,23,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ISFIN,34.2,BEKLE,27,75,DIP_DEGIL,FIB_EARLY_REBOUND
RNPOL,34.2,BEKLE,27,75,DIP_DEGIL,FIB_EARLY_REBOUND
KLSER,33.7,BEKLE,22,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ESEN,33.7,BEKLE,22,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
TUCLK,33.7,BEKLE,22,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
BUCIM,33.7,BEKLE,22,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
MTRYO,33.2,BEKLE,32,40,DIP_DEGIL,FIB_MID_ZONE
EDIP,32.5,BEKLE,25,75,DIP_DEGIL,FIB_EARLY_REBOUND
MEGMT,32.5,BEKLE,25,75,DIP_DEGIL,FIB_EARLY_REBOUND
SASA,32.5,BEKLE,25,75,DIP_DEGIL,FIB_EARLY_REBOUND
KNFRT,32.5,BEKLE,25,75,DIP_DEGIL,FIB_EARLY_REBOUND
ISKPL,32.5,BEKLE,25,75,DIP_DEGIL,FIB_EARLY_REBOUND
SMART,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
BRKSN,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
YKSLN,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ADGYO,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
PAHOL,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
HEKTS,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
DAPGM,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
BAGFS,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ENSRI,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
BURCE,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
MNDRS,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
CMBTN,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ULUFA,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
PAMEL,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
IMASM,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
RUBNS,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
EPLAS,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
LYDHO,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
USAK,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
GSRAY,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
NATEN,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
DARDL,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
GENTS,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ERCB,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
VAKFN,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
LMKDC,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
MARMR,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
YYLGD,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
AKGRT,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
JANTS,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
VAKKO,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ADEL,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
INGRM,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
VAKFA,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
CASA,32.0,BEKLE,20,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
TRALT,31.5,BEKLE,30,40,DIP_DEGIL,FIB_MID_ZONE
IDGYO,31.5,BEKLE,30,40,DIP_DEGIL,FIB_MID_ZONE
ESCOM,31.5,BEKLE,30,40,DIP_DEGIL,FIB_MID_ZONE
GZNMI,31.5,BEKLE,30,40,DIP_DEGIL,FIB_MID_ZONE
LINK,31.5,BEKLE,30,40,DIP_DEGIL,FIB_MID_ZONE
CGCAM,31.5,BEKLE,30,40,DIP_DEGIL,FIB_MID_ZONE
MARBL,31.5,BEKLE,30,40,DIP_DEGIL,FIB_MID_ZONE
TRGYO,31.25,BEKLE,35,10,DIP_DEGIL,FIB_HIGH_ZONE
THYAO,31.25,BEKLE,35,10,DIP_DEGIL,FIB_HIGH_ZONE
DMLKT,31.25,BEKLE,35,10,DIP_DEGIL,FIB_HIGH_ZONE
TTKOM,30.3,BEKLE,18,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ALGYO,30.3,BEKLE,18,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
KAREL,29.95,BEKLE,22,75,DIP_DEGIL,FIB_EARLY_REBOUND
GLBMD,29.8,BEKLE,28,40,DIP_DEGIL,FIB_MID_ZONE
NUHCM,29.45,BEKLE,17,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
MPARK,29.45,BEKLE,17,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
RODRG,28.95,BEKLE,27,40,DIP_DEGIL,FIB_MID_ZONE
SERNT,28.95,BEKLE,27,40,DIP_DEGIL,FIB_MID_ZONE
GLYHO,28.7,BEKLE,32,10,DIP_DEGIL,FIB_HIGH_ZONE
MARTI,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
EMNIS,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
MMCAS,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
AKENR,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
VKING,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
LIDFA,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
SISE,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
GEDZA,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
EGGUB,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
SAYAS,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
MRSHL,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
ALFAS,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
IZENR,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
DENGE,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
KFEIN,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
ANHYT,28.25,BEKLE,20,75,DIP_DEGIL,FIB_EARLY_REBOUND
MIATK,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
KONTR,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
BRISA,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
EUHOL,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
VESBE,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ASUZU,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
EMKEL,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
MZHLD,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
DOFER,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
CONSE,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
BEYAZ,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
LRSHO,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
MOPAS,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
KZGYO,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
PNSUT,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
MRGYO,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
DYOBY,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
TURGG,27.75,BEKLE,15,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
CUSAN,27.25,BEKLE,25,40,DIP_DEGIL,FIB_MID_ZONE
ENJSA,27.25,BEKLE,25,40,DIP_DEGIL,FIB_MID_ZONE
SMRTG,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
ERSU,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
ISDMR,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
INTEK,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
KCAER,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
NETCD,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
TRENJ,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
KUVVA,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
ECOGR,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
KLSYN,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
DGATE,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
KRPLS,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
GENIL,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
DURDO,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
OZGYO,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
YEOTK,27.0,BEKLE,30,10,DIP_DEGIL,FIB_HIGH_ZONE
CMENT,26.05,BEKLE,13,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
SEGYO,26.05,BEKLE,13,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
KLRHO,25.2,BEKLE,12,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
VERUS,24.45,BEKLE,27,10,DIP_DEGIL,FIB_HIGH_ZONE
KRONT,24.45,BEKLE,27,10,DIP_DEGIL,FIB_HIGH_ZONE
ELITE,24.0,BEKLE,15,75,DIP_DEGIL,FIB_EARLY_REBOUND
GRSEL,24.0,BEKLE,15,75,DIP_DEGIL,FIB_EARLY_REBOUND
AKMGY,24.0,BEKLE,15,75,DIP_DEGIL,FIB_EARLY_REBOUND
BVSAN,24.0,BEKLE,15,75,DIP_DEGIL,FIB_EARLY_REBOUND
NTGAZ,24.0,BEKLE,15,75,DIP_DEGIL,FIB_EARLY_REBOUND
AYDEM,24.0,BEKLE,15,75,DIP_DEGIL,FIB_EARLY_REBOUND
AVHOL,24.0,BEKLE,15,75,DIP_DEGIL,FIB_EARLY_REBOUND
PRKAB,23.5,BEKLE,10,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
GOLTS,23.5,BEKLE,10,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
TBORG,23.5,BEKLE,10,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
PENTA,23.5,BEKLE,10,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ULAS,23.5,BEKLE,10,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
NUGYO,23.5,BEKLE,10,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
IHAAS,23.5,BEKLE,10,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
TRILC,23.5,BEKLE,10,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
MSGYO,23.5,BEKLE,10,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
TERA,23.5,BEKLE,10,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
SONME,23.5,BEKLE,10,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
TDGYO,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
TOASO,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
TATEN,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
ENDAE,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
TNZTP,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
HRKET,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
TRMET,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
BOBET,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
PRDGS,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
DURKN,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
EGPRO,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
ZRGYO,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
BIGCH,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
BALSU,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
ALKIM,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
ALTNY,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
GRTHO,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
DZGYO,23.0,BEKLE,20,40,DIP_DEGIL,FIB_MID_ZONE
VBTYZ,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
EREGL,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
ODAS,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
BOSSA,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
PAGYO,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
MTRKS,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
CEMZY,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
ARTMS,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
CVKMD,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
INFO,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
IZMDC,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
PSGYO,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
SUNTK,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
NTHOL,22.75,BEKLE,25,10,DIP_DEGIL,FIB_HIGH_ZONE
ATLAS,21.8,BEKLE,8,100,DIP_DEGIL,FIB_ABSOLUTE_BOTTOM
ACSEL,21.3,BEKLE,18,40,DIP_DEGIL,FIB_MID_ZONE
OYAKC,19.75,BEKLE,10,75,DIP_DEGIL,FIB_EARLY_REBOUND
TAVHL,19.75,BEKLE,10,75,DIP_DEGIL,FIB_EARLY_REBOUND
